,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,mod_text
1639,1079692867508015104,1079692867508015104,1546253813000,2018-12-31,12:56:53,?aeianei? ?na GTB,337111971,deprifrei,Roman Swietlik #Deprifrei #Depression #WirSindMehr,,"Ich habe mit meiner #Mama gesprochen & fühle mich noch depressiver. Wegen meiner #Depression fühle ich mich von ihr nicht verstanden, obwohl sie zur Zeit selbst depressiv ist. Von der einstigen Powerfrau ist am Ende des Jahres nix zu sehen. In der #Pflege kaputt gearbeitet.😭",[],[],[],1,0,12,"['#mama', '#depression', '#pflege']",[],https://twitter.com/Deprifrei/status/1079692867508015104,False,,0,,,,,,,"[{'user_id': '337111971', 'username': 'Deprifrei'}]",,,,,"Ich habe mit meiner  gesprochen & fühle mich noch depressiver. Wegen meiner  fühle ich mich von ihr nicht verstanden, obwohl sie zur Zeit selbst depressiv ist. Von der einstigen Powerfrau ist am Ende des Jahres nix zu sehen. In der  kaputt gearbeitet.😭"
1642,1079691670483099648,1079691670483099648,1546253528000,2018-12-31,12:52:08,?aeianei? ?na GTB,722810423196520452,ss_final,D.I.A.D.,,Turn to friends and family members who make you feel loved and cared for. Stop #depression,[],[],[],0,0,0,['#depression'],[],https://twitter.com/SS_Final/status/1079691670483099648,False,,0,,,,,,,"[{'user_id': '722810423196520452', 'username': 'SS_Final'}]",,,,,Turn to friends and family members who make you feel loved and cared for. Stop 
1648,1079686760672755713,1079686760672755713,1546252358000,2018-12-31,12:32:38,?aeianei? ?na GTB,790107296,recoveryletters,The Recovery Letters,,"I tend to ignore new year and all its resolutions that are too easy to break & then you feel worse about yourself.

Try new things any time, with gusto and commitment but don't punish yourself if it doesn't work, there are more tools in the box

#depression
#depressionrecovery",[],[],[],1,6,21,"['#depression', '#depressionrecovery']",[],https://twitter.com/RecoveryLetters/status/1079686760672755713,False,,0,,,,,,,"[{'user_id': '790107296', 'username': 'RecoveryLetters'}]",,,,,"I tend to ignore new year and all its resolutions that are too easy to break & then you feel worse about yourself.

Try new things any time, with gusto and commitment but don't punish yourself if it doesn't work, there are more tools in the box


"
1651,1079685138483691525,1079685138483691525,1546251971000,2018-12-31,12:26:11,?aeianei? ?na GTB,3428451149,puppytude,S Graham,,"Look, I'm fine. But when I've been down to my last shred of hope, most of the people who would have acted shocked if I'd come to a bad end, ignored my emails/txts. They weren't ""emergency"" texts. Just ""How's it going?"", but them ignoring it made me feel #alone.  #Depression #BPD",[],[],[],0,1,2,"['#alone', '#depression', '#bpd']",[],https://twitter.com/puppytude/status/1079685138483691525,False,,0,,,,,,,"[{'user_id': '3428451149', 'username': 'puppytude'}]",,,,,"Look, I'm fine. But when I've been down to my last shred of hope, most of the people who would have acted shocked if I'd come to a bad end, ignored my emails/txts. They weren't ""emergency"" texts. Just ""How's it going?"", but them ignoring it made me feel .   "
1667,1079681335436939269,1079681335436939269,1546251064000,2018-12-31,12:11:04,?aeianei? ?na GTB,1047930257171517441,findingmyvoice2,Finding My Voice,,"Wow I feel like I am a bomb waiting to go off. Feeling so angry. 

Why does #Depression do this! I just want to feel ok.",[],[],[],0,0,2,['#depression'],[],https://twitter.com/FindingMyVoice2/status/1079681335436939269,False,,0,,,,,,,"[{'user_id': '1047930257171517441', 'username': 'FindingMyVoice2'}]",,,,,"Wow I feel like I am a bomb waiting to go off. Feeling so angry. 

Why does  do this! I just want to feel ok."
1668,1079681282517467136,1079681282517467136,1546251051000,2018-12-31,12:10:51,?aeianei? ?na GTB,88187439,sonofdavies_,D. J. O. H. N™,,"To those of us that survived our own #SUICIDAL thoughts this year THINKING its #DEPRESSION, we're grateful we didn't take what does not belong to us - #LIFE",[],[],[],0,0,0,"['#suicidal', '#depression', '#life']",[],https://twitter.com/SONOFDAVIES_/status/1079681282517467136,False,,0,,,,,,,"[{'user_id': '88187439', 'username': 'SONOFDAVIES_'}]",,,,,"To those of us that survived our own  thoughts this year THINKING its , we're grateful we didn't take what does not belong to us - "
1675,1079676570518908928,1079676570518908928,1546249928000,2018-12-31,11:52:08,?aeianei? ?na GTB,722810423196520452,ss_final,D.I.A.D.,,#depression is a condition which will affect an estimated one in five of the population at some point in their lives,[],[],[],0,0,0,['#depression'],[],https://twitter.com/SS_Final/status/1079676570518908928,False,,0,,,,,,,"[{'user_id': '722810423196520452', 'username': 'SS_Final'}]",,,,, is a condition which will affect an estimated one in five of the population at some point in their lives
1677,1079676323172442113,1079676323172442113,1546249869000,2018-12-31,11:51:09,?aeianei? ?na GTB,827856782919872513,dr_s_i_khan,Sidra I Khan,,"#Depression will be 2nd leading cause of death in 2020 
~WHO.",[],[],[],1,0,3,['#depression'],[],https://twitter.com/Dr_S_I_Khan/status/1079676323172442113,False,,0,,,,,,,"[{'user_id': '827856782919872513', 'username': 'Dr_S_I_Khan'}]",,,,," will be 2nd leading cause of death in 2020 
~WHO."
1682,1079673233648091136,1079673233648091136,1546249132000,2018-12-31,11:38:52,?aeianei? ?na GTB,631958447,stefan1970m,Lost in depression.....erschöpft.....,,Die Unfähigkeit Silvester zu planen und zu feiern als Teil der Krankheit zu akzeptieren ist schwer.....jetzt ist Selbstfürsorge angesagt...kann ich ja gut....#Depression,[],[],[],1,0,6,['#depression'],[],https://twitter.com/Stefan1970M/status/1079673233648091136,False,,0,,,,,,,"[{'user_id': '631958447', 'username': 'Stefan1970M'}]",,,,,Die Unfähigkeit Silvester zu planen und zu feiern als Teil der Krankheit zu akzeptieren ist schwer.....jetzt ist Selbstfürsorge angesagt...kann ich ja gut....
1685,1079671147808067584,1079671147808067584,1546248635000,2018-12-31,11:30:35,?aeianei? ?na GTB,1030825303587872768,thefaiidat,O.O💦,,"Unpopular opinion: Muslim parents are more strict on their female children than Christian parents. They are too over-protective of them which in turn leaves them depressed as a result of not being allowed to go out and not being allowed to make new friends.
#depression",[],[],[],4,1,10,['#depression'],[],https://twitter.com/thefaiidat/status/1079671147808067584,False,,0,,,,,,,"[{'user_id': '1030825303587872768', 'username': 'thefaiidat'}]",,,,,"Unpopular opinion: Muslim parents are more strict on their female children than Christian parents. They are too over-protective of them which in turn leaves them depressed as a result of not being allowed to go out and not being allowed to make new friends.
"
1700,1079664686595944448,1079664686595944448,1546247095000,2018-12-31,11:04:55,?aeianei? ?na GTB,1064249855629905920,jwande77,oversized noose,,"If I die tonight will it extinguish a light or will it raise hope for a someone else? It might do both n that's my hope.

#depression #rap #lyrics",[],[],[],0,0,0,"['#depression', '#rap', '#lyrics']",[],https://twitter.com/jwande77/status/1079664686595944448,False,,0,,,,,,,"[{'user_id': '1064249855629905920', 'username': 'jwande77'}]",,,,,"If I die tonight will it extinguish a light or will it raise hope for a someone else? It might do both n that's my hope.

  "
1705,1079664179777363974,1079627370141810688,1546246974000,2018-12-31,11:02:54,?aeianei? ?na GTB,2893849610,myredboxx,RedBoxxDesigns,,"When your results are crap. Your mental wellbeing is affected and in turn your entire life because you start to doubt yourself and feel #insufficient & #incapable. This starts a slow walk to #Depression and you want none of that. So think brand, think big and act accordingly too  pic.twitter.com/hxTihGvXtv",[],[],['https://pbs.twimg.com/media/Dvu095XW0AEgHOE.jpg'],1,0,0,"['#insufficient', '#incapable', '#depression']",[],https://twitter.com/myredboxx/status/1079664179777363974,False,,0,,,,,,,"[{'user_id': '2893849610', 'username': 'myredboxx'}]",,,,,"When your results are crap. Your mental wellbeing is affected and in turn your entire life because you start to doubt yourself and feel  & . This starts a slow walk to  and you want none of that. So think brand, think big and act accordingly too  pic.twitter.com/hxTihGvXtv"
1716,1079659496459378688,1079659496459378688,1546245857000,2018-12-31,10:44:17,?aeianei? ?na GTB,2958772852,shepardvakerian,🐄Mellymoo🕹,,"Its getting hard again, and its difficult not to let the negative thoughts take over. Im trying my best, buts its rough right now 😔 #depression #notfeelinggoodenough",[],[],[],0,0,0,"['#depression', '#notfeelinggoodenough']",[],https://twitter.com/ShepardVakerian/status/1079659496459378688,False,,0,,,,,,,"[{'user_id': '2958772852', 'username': 'ShepardVakerian'}]",,,,,"Its getting hard again, and its difficult not to let the negative thoughts take over. Im trying my best, buts its rough right now 😔  "
1731,1079656643858595841,1079656643858595841,1546245177000,2018-12-31,10:32:57,?aeianei? ?na GTB,1073400029837111296,momakittycat,Erin,,"I'm so tired, not just physically but mentally to,  the smallest things seem so hard to do right now, i cant even fold my clean clothes without wanting to break down. #depression",[],[],[],1,0,3,['#depression'],[],https://twitter.com/MomaKittyCat/status/1079656643858595841,False,,0,,,,,,,"[{'user_id': '1073400029837111296', 'username': 'MomaKittyCat'}]",,,,,"I'm so tired, not just physically but mentally to,  the smallest things seem so hard to do right now, i cant even fold my clean clothes without wanting to break down. "
1732,1079655884605710336,1079655884605710336,1546244996000,2018-12-31,10:29:56,?aeianei? ?na GTB,1015485665646006273,autismopen,AUTISM OPEN ACCESS,,"Effective new target for mood-boosting #brain stimulation found
Researchers have found an effective target in the brain for electrical stimulation to improve mood in people suffering from #depression.  pic.twitter.com/cgjMZX2IUl",[],[],['https://pbs.twimg.com/media/Dvu1TGLWsAAI0GQ.jpg'],0,0,4,"['#brain', '#depression']",[],https://twitter.com/AutismOpen/status/1079655884605710336,False,,0,,,,,,,"[{'user_id': '1015485665646006273', 'username': 'AutismOpen'}]",,,,,"Effective new target for mood-boosting  stimulation found
Researchers have found an effective target in the brain for electrical stimulation to improve mood in people suffering from .  pic.twitter.com/cgjMZX2IUl"
1749,1079649908691324928,1079649908691324928,1546243571000,2018-12-31,10:06:11,?aeianei? ?na GTB,55949852,nowhereismyname,nowhereismyhome,,"I don’t know what quote is better for my 2018
F Murray Abraham from an Innocent Man “ain’t life a motherfucker” or Groucho Marx “Life, it’s a sad business “ #depression",[],[],[],0,0,1,['#depression'],[],https://twitter.com/nowhereismyname/status/1079649908691324928,False,,0,,,,,,,"[{'user_id': '55949852', 'username': 'nowhereismyname'}]",,,,,"I don’t know what quote is better for my 2018
F Murray Abraham from an Innocent Man “ain’t life a motherfucker” or Groucho Marx “Life, it’s a sad business “ "
1751,1079649750050320385,1079649750050320385,1546243533000,2018-12-31,10:05:33,?aeianei? ?na GTB,1078950014771171328,sternenklauerin,Sternenpflueckerin🌟,,"An alle, die sich überlegen Klapsenbewohner im neuen Jahr zu werden: Tut es! Sooo ungemütlich sind die Betten nun auch wieder nicht. #AusderKlapse #depression #notjustsad",[],[],[],1,1,3,"['#ausderklapse', '#depression', '#notjustsad']",[],https://twitter.com/sternenklauerin/status/1079649750050320385,False,,0,,,,,,,"[{'user_id': '1078950014771171328', 'username': 'sternenklauerin'}]",,,,,"An alle, die sich überlegen Klapsenbewohner im neuen Jahr zu werden: Tut es! Sooo ungemütlich sind die Betten nun auch wieder nicht.   "
1758,1079648124212269057,1079648124212269057,1546243146000,2018-12-31,09:59:06,?aeianei? ?na GTB,1553652602,gabygabsx,Gaby Gabs,,3am smokes at night 🚬 loving and hating life 👌🏼 never gonna sleep again 🛏 forever alone and getting used to it 🤷🏻‍♀️#depression is a bitch,[],[],[],0,0,0,['#depression'],[],https://twitter.com/GabyGabsX/status/1079648124212269057,False,,0,,,,,,,"[{'user_id': '1553652602', 'username': 'GabyGabsX'}]",,,,,3am smokes at night 🚬 loving and hating life 👌🏼 never gonna sleep again 🛏 forever alone and getting used to it 🤷🏻‍♀️ is a bitch
1773,1079640540730187777,1079640540730187777,1546241338000,2018-12-31,09:28:58,?aeianei? ?na GTB,626018960,antrix_dj,Isthatjavi,,"I been struggling with my self image and I been battling my #depression lately, And that’s ok. It’s going to get better it always does.",[],[],[],1,0,3,['#depression'],[],https://twitter.com/antrix_dj/status/1079640540730187777,False,,0,,,,,,,"[{'user_id': '626018960', 'username': 'antrix_dj'}]",,,,,"I been struggling with my self image and I been battling my  lately, And that’s ok. It’s going to get better it always does."
1785,1079636493344428032,1079636493344428032,1546240373000,2018-12-31,09:12:53,?aeianei? ?na GTB,32789651,garang06,Raymond Oniel's 🇺🇬🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧,,"From #Depression 
To Addiction now on Rehab
to Traveling to UK 
to going back to school 
#2018 Has been the year. 
#2019 
Give me more not only the success also the challenges",[],[],[],0,0,0,['#depression'],[],https://twitter.com/Garang06/status/1079636493344428032,False,,0,,,,,,,"[{'user_id': '32789651', 'username': 'Garang06'}]",,,,,"From  
To Addiction now on Rehab
to Traveling to UK 
to going back to school 
 Has been the year. 
 
Give me more not only the success also the challenges"
1787,1079636033053044736,1079636033053044736,1546240263000,2018-12-31,09:11:03,?aeianei? ?na GTB,1062143056017846273,lowerdepression,Lower Depression,,"When you suffer from #depression ""I'm tired"" means a permanent #stateofexhaustion that sleep doesn't fix.",[],[],[],0,0,0,"['#depression', '#stateofexhaustion']",[],https://twitter.com/LowerDepression/status/1079636033053044736,False,,0,,,,,,,"[{'user_id': '1062143056017846273', 'username': 'LowerDepression'}]",,,,,"When you suffer from  ""I'm tired"" means a permanent  that sleep doesn't fix."
1794,1079634639990476800,1079634639990476800,1546239931000,2018-12-31,09:05:31,?aeianei? ?na GTB,396076847,amylogsdon,Amy Hanning,,Alchol. Insomnia. Fake smiles. Repeat. I thought I knew depresssiom before..What a joke compared to this. #Miscarriage #ChildLossAwareness #Depression,[],[],[],1,0,0,"['#miscarriage', '#childlossawareness', '#depression']",[],https://twitter.com/AmyLogsdon/status/1079634639990476800,False,,0,,,,,,,"[{'user_id': '396076847', 'username': 'AmyLogsdon'}]",,,,,Alchol. Insomnia. Fake smiles. Repeat. I thought I knew depresssiom before..What a joke compared to this.   
1800,1079631803005239296,1079631803005239296,1546239255000,2018-12-31,08:54:15,?aeianei? ?na GTB,4070794091,pail__,Homo_Edge_Lort,,Is anyone else w #depression able to consciously realize and understand that they are loved but is just for some reason unable to feel loved? ... weird shit man,[],[],[],1,0,4,['#depression'],[],https://twitter.com/pail__/status/1079631803005239296,False,,0,,,,,,,"[{'user_id': '4070794091', 'username': 'pail__'}]",,,,,Is anyone else w  able to consciously realize and understand that they are loved but is just for some reason unable to feel loved? ... weird shit man
1805,1079630000750497792,1079630000750497792,1546238825000,2018-12-31,08:47:05,?aeianei? ?na GTB,420275296,cross_louise,Louise Cross,,"#rundown + #depression total hell of a combo I feel shot to bits, fluey no energy, in pain 😫. Gotta keep going kids need me. As for New Year only thing I gotta look forward to is reducing ironing pile. #somethingsgottachange 🤔",[],[],[],0,0,0,"['#rundown', '#depression', '#somethingsgottachange']",[],https://twitter.com/cross_louise/status/1079630000750497792,False,,0,,,,,,,"[{'user_id': '420275296', 'username': 'cross_louise'}]",,,,," +  total hell of a combo I feel shot to bits, fluey no energy, in pain 😫. Gotta keep going kids need me. As for New Year only thing I gotta look forward to is reducing ironing pile.  🤔"
1820,1079620643715510273,1079620643715510273,1546236594000,2018-12-31,08:09:54,?aeianei? ?na GTB,734553254604988418,allevin18,"Al Levin, M.Ed.",,Know someone suffering from #depression? Want to do something to support them but not sure how? Try to get them out in a low-stress situation...a bike ride...a movie...a walk....a coffee...bowling...  pic.twitter.com/OFhS4d3jgR,[],[],[],0,1,2,['#depression'],[],https://twitter.com/allevin18/status/1079620643715510273,False,,1,,,,,,,"[{'user_id': '734553254604988418', 'username': 'allevin18'}]",,,,,Know someone suffering from ? Want to do something to support them but not sure how? Try to get them out in a low-stress situation...a bike ride...a movie...a walk....a coffee...bowling...  pic.twitter.com/OFhS4d3jgR
1826,1079619584280461313,1079619584280461313,1546236341000,2018-12-31,08:05:41,?aeianei? ?na GTB,734553254604988418,allevin18,"Al Levin, M.Ed.",,"Believing that one's #depression will simply pass is NOT a good method of care. Without treatment,  one's depression may continue to get worse. Reach out for the support you need. It's OKAY to NOT be okay!  pic.twitter.com/DzCNRlp43z",[],[],[],0,1,2,['#depression'],[],https://twitter.com/allevin18/status/1079619584280461313,False,,1,,,,,,,"[{'user_id': '734553254604988418', 'username': 'allevin18'}]",,,,,"Believing that one's  will simply pass is NOT a good method of care. Without treatment,  one's depression may continue to get worse. Reach out for the support you need. It's OKAY to NOT be okay!  pic.twitter.com/DzCNRlp43z"
1834,1079618561855971329,1079618561855971329,1546236098000,2018-12-31,08:01:38,?aeianei? ?na GTB,734553254604988418,allevin18,"Al Levin, M.Ed.",,"Men need to know it's okay to talk about their feelings. Men need to know it's okay to reach out for help. #Depression is an illness. Stop masking it. You don't have to suffer alone. You can get help. You can, and will, get better!  pic.twitter.com/rsSmeXMGpW",[],[],[],0,6,6,['#depression'],[],https://twitter.com/allevin18/status/1079618561855971329,False,,1,,,,,,,"[{'user_id': '734553254604988418', 'username': 'allevin18'}]",,,,,"Men need to know it's okay to talk about their feelings. Men need to know it's okay to reach out for help.  is an illness. Stop masking it. You don't have to suffer alone. You can get help. You can, and will, get better!  pic.twitter.com/rsSmeXMGpW"
1835,1079618453512900608,1079618453512900608,1546236072000,2018-12-31,08:01:12,?aeianei? ?na GTB,734553254604988418,allevin18,"Al Levin, M.Ed.",,Sometimes just being there is enough to support someone with #depression. You don't have to be an expert to be there...  pic.twitter.com/c9n2SkTezn,[],[],[],0,6,3,['#depression'],[],https://twitter.com/allevin18/status/1079618453512900608,False,,1,,,,,,,"[{'user_id': '734553254604988418', 'username': 'allevin18'}]",,,,,Sometimes just being there is enough to support someone with . You don't have to be an expert to be there...  pic.twitter.com/c9n2SkTezn
1836,1079618353139015681,1079618353139015681,1546236048000,2018-12-31,08:00:48,?aeianei? ?na GTB,734553254604988418,allevin18,"Al Levin, M.Ed.",,"Men need to know it's okay to talk about their feelings. Men need to know it's okay to reach out for help. #Depression is an illness. Stop masking it. You don't have to suffer alone. You can get help. You can, and will, get better!  pic.twitter.com/dyjNJawYqq",[],[],[],0,1,0,['#depression'],[],https://twitter.com/allevin18/status/1079618353139015681,False,,1,,,,,,,"[{'user_id': '734553254604988418', 'username': 'allevin18'}]",,,,,"Men need to know it's okay to talk about their feelings. Men need to know it's okay to reach out for help.  is an illness. Stop masking it. You don't have to suffer alone. You can get help. You can, and will, get better!  pic.twitter.com/dyjNJawYqq"
1840,1079617217153646594,1079617217153646594,1546235777000,2018-12-31,07:56:17,?aeianei? ?na GTB,734553254604988418,allevin18,"Al Levin, M.Ed.",,"#Depression can impact an entire family. Send a card, create a meal rotation with  neighbors & friends, offer to help them with chores, mow their yard, shovel their sidewalk, run errands for them, help them with their kids...Please Retweet and help to #EndTheStigma! pic.twitter.com/9LsCOpSp7A",[],[],[],0,3,0,"['#depression', '#endthestigma']",[],https://twitter.com/allevin18/status/1079617217153646594,False,,1,,,,,,,"[{'user_id': '734553254604988418', 'username': 'allevin18'}]",,,,," can impact an entire family. Send a card, create a meal rotation with  neighbors & friends, offer to help them with chores, mow their yard, shovel their sidewalk, run errands for them, help them with their kids...Please Retweet and help to ! pic.twitter.com/9LsCOpSp7A"
1842,1079616974961983488,1079616974961983488,1546235719000,2018-12-31,07:55:19,?aeianei? ?na GTB,734553254604988418,allevin18,"Al Levin, M.Ed.",,Reaching out for help when struggling with #depression can be incredibly difficult...AND it may be the one action that saves your life. Reach out to someone you trust. You do not have to suffer alone!,[],[],[],0,2,1,['#depression'],[],https://twitter.com/allevin18/status/1079616974961983488,False,,0,,,,,,,"[{'user_id': '734553254604988418', 'username': 'allevin18'}]",,,,,Reaching out for help when struggling with  can be incredibly difficult...AND it may be the one action that saves your life. Reach out to someone you trust. You do not have to suffer alone!
1844,1079616632115392512,1079616632115392512,1546235638000,2018-12-31,07:53:58,?aeianei? ?na GTB,734553254604988418,allevin18,"Al Levin, M.Ed.",,"Know someone suffering w/#depression? Don't forget to ask their spouse/partner how THEY are doing. Can be quite challenging for them, too!  pic.twitter.com/h0OtmqhOB2",[],[],[],0,1,0,['#depression'],[],https://twitter.com/allevin18/status/1079616632115392512,False,,1,,,,,,,"[{'user_id': '734553254604988418', 'username': 'allevin18'}]",,,,,"Know someone suffering w/? Don't forget to ask their spouse/partner how THEY are doing. Can be quite challenging for them, too!  pic.twitter.com/h0OtmqhOB2"
1846,1079615745510727680,1079615745510727680,1546235426000,2018-12-31,07:50:26,?aeianei? ?na GTB,15295114,thebizza,The Bizza,,"Wifey: It's not fair! Why do I ALWAYS have to plan our dates and fun outings?

Me: Because you're the one who still cares about living.

Wifey:...

(I kinda feel like I won that argument, but it didn't feel as good as I thought it would.)

#depression",[],[],[],0,1,0,['#depression'],[],https://twitter.com/thebizza/status/1079615745510727680,False,,0,,,,,,,"[{'user_id': '15295114', 'username': 'thebizza'}]",,,,,"Wifey: It's not fair! Why do I ALWAYS have to plan our dates and fun outings?

Me: Because you're the one who still cares about living.

Wifey:...

(I kinda feel like I won that argument, but it didn't feel as good as I thought it would.)

"
1857,1079612018901037056,1079612018901037056,1546234538000,2018-12-31,07:35:38,?aeianei? ?na GTB,734553254604988418,allevin18,"Al Levin, M.Ed.",,Know someone suffering from #depression? Want to do something to support them but not sure how? Try to get them out in a low-stress situation...a bike ride...a movie...a walk...a coffee...bowling...  pic.twitter.com/ioTX6QrVeU,[],[],[],1,1,3,['#depression'],[],https://twitter.com/allevin18/status/1079612018901037056,False,,1,,,,,,,"[{'user_id': '734553254604988418', 'username': 'allevin18'}]",,,,,Know someone suffering from ? Want to do something to support them but not sure how? Try to get them out in a low-stress situation...a bike ride...a movie...a walk...a coffee...bowling...  pic.twitter.com/ioTX6QrVeU
1861,1079611204233056259,1079611204233056259,1546234343000,2018-12-31,07:32:23,?aeianei? ?na GTB,734553254604988418,allevin18,"Al Levin, M.Ed.",,Someone you know suffering from #depression? Invite them out for a coffee. Be there and listen empathetically! Please Retweet!  pic.twitter.com/tBJ91tU8IO,[],[],[],0,1,2,['#depression'],[],https://twitter.com/allevin18/status/1079611204233056259,False,,1,,,,,,,"[{'user_id': '734553254604988418', 'username': 'allevin18'}]",,,,,Someone you know suffering from ? Invite them out for a coffee. Be there and listen empathetically! Please Retweet!  pic.twitter.com/tBJ91tU8IO
1862,1079611120195915777,1079611120195915777,1546234323000,2018-12-31,07:32:03,?aeianei? ?na GTB,734553254604988418,allevin18,"Al Levin, M.Ed.",,Reaching out for help when struggling with #depression can be incredibly difficult...AND it may be the one action that saves  your life. Reach out to someone you trust. You do not have to suffer alone!!,[],[],[],1,1,3,['#depression'],[],https://twitter.com/allevin18/status/1079611120195915777,False,,0,,,,,,,"[{'user_id': '734553254604988418', 'username': 'allevin18'}]",,,,,Reaching out for help when struggling with  can be incredibly difficult...AND it may be the one action that saves  your life. Reach out to someone you trust. You do not have to suffer alone!!
1866,1079610710181654528,1079610710181654528,1546234226000,2018-12-31,07:30:26,?aeianei? ?na GTB,1090754900,icenation777,Ice♥♠💯,,"If you're reading this, I love you ❤
#Care #Depression #ShowLove",[],[],[],0,0,4,"['#care', '#depression', '#showlove']",[],https://twitter.com/ICENation777/status/1079610710181654528,False,,0,,,,,,,"[{'user_id': '1090754900', 'username': 'ICENation777'}]",,,,,"If you're reading this, I love you ❤
  "
1867,1079610590073679872,1079610590073679872,1546234197000,2018-12-31,07:29:57,?aeianei? ?na GTB,734553254604988418,allevin18,"Al Levin, M.Ed.",,A text message letting someone who is suffering from #depression know that you're thinking about them is a simple way to give some support!  pic.twitter.com/Gyw1MmNkmK,[],[],[],0,2,0,['#depression'],[],https://twitter.com/allevin18/status/1079610590073679872,False,,1,,,,,,,"[{'user_id': '734553254604988418', 'username': 'allevin18'}]",,,,,A text message letting someone who is suffering from  know that you're thinking about them is a simple way to give some support!  pic.twitter.com/Gyw1MmNkmK
1876,1079605834596999168,1079605834596999168,1546233063000,2018-12-31,07:11:03,?aeianei? ?na GTB,1062143056017846273,lowerdepression,Lower Depression,,A major #depressivedisorder also commonly called major #depression or #clinicaldepression.,[],[],[],0,0,0,"['#depressivedisorder', '#depression', '#clinicaldepression']",[],https://twitter.com/LowerDepression/status/1079605834596999168,False,,0,,,,,,,"[{'user_id': '1062143056017846273', 'username': 'LowerDepression'}]",,,,,A major  also commonly called major  or .
1885,1079601075286671365,1079601075286671365,1546231929000,2018-12-31,06:52:09,?aeianei? ?na GTB,722810423196520452,ss_final,D.I.A.D.,,"“I couldn’t be with people and I didn’t want to be alone."" #depression",[],[],[],0,0,0,['#depression'],[],https://twitter.com/SS_Final/status/1079601075286671365,False,,0,,,,,,,"[{'user_id': '722810423196520452', 'username': 'SS_Final'}]",,,,,"“I couldn’t be with people and I didn’t want to be alone."" "
1888,1079598258685530112,1079598258685530112,1546231257000,2018-12-31,06:40:57,?aeianei? ?na GTB,1064607512190627840,bipolar_story,My Bipolar Story,,Stop trying to be fine N B a person who is #bipolar N using medicine N therapy to live a life that is not wrecked by #depression and #mania,[],[],[],0,0,2,"['#bipolar', '#depression', '#mania']",[],https://twitter.com/bipolar_story/status/1079598258685530112,False,,0,,,,,,,"[{'user_id': '1064607512190627840', 'username': 'bipolar_story'}]",,,,,Stop trying to be fine N B a person who is  N using medicine N therapy to live a life that is not wrecked by  and 
1893,1079594405554782208,1079594405554782208,1546230338000,2018-12-31,06:25:38,?aeianei? ?na GTB,1079398757500944384,jasonanthonyhe2,Jason Anthony Hernandez,,"Grey Matter. 

What's the matter?

 Making me relive this empty pattern.

Emotionally distraught with the daily matters. 

Can't seem to escape these idiotic manners.
#POEMS
#poem
#depression  pic.twitter.com/27sqD7W4LZ",[],[],['https://pbs.twimg.com/media/Dvt9YwDU8AEQ9Pn.jpg'],0,0,0,"['#poems', '#poem', '#depression']",[],https://twitter.com/JasonAnthonyHe2/status/1079594405554782208,False,,0,,,,,,,"[{'user_id': '1079398757500944384', 'username': 'JasonAnthonyHe2'}]",,,,,"Grey Matter. 

What's the matter?

 Making me relive this empty pattern.

Emotionally distraught with the daily matters. 

Can't seem to escape these idiotic manners.


  pic.twitter.com/27sqD7W4LZ"
1894,1079594326345347074,1079594326345347074,1546230319000,2018-12-31,06:25:19,?aeianei? ?na GTB,209628161,daniellacarew12,Daniella-Florence Carew,,"DRIVE TIME, Hate feeling I’m not good enough and feeling so alone. Make me feel WHAT THE POINT OF BEING HERE 😔☹️!! #depression #anxiety",[],[],[],1,0,0,"['#depression', '#anxiety']",[],https://twitter.com/daniellacarew12/status/1079594326345347074,False,,0,,,,,,,"[{'user_id': '209628161', 'username': 'daniellacarew12'}]",,,,,"DRIVE TIME, Hate feeling I’m not good enough and feeling so alone. Make me feel WHAT THE POINT OF BEING HERE 😔☹️!!  "
1895,1079593881023455232,1079593881023455232,1546230213000,2018-12-31,06:23:33,?aeianei? ?na GTB,2703592713,shannonbylina,shannnn ♡,,Love my Spotify playlists... especially #depression 🤙🏼 shit has been on repeat!  pic.twitter.com/ArAtqyBmjT,[],[],['https://pbs.twimg.com/media/Dvt8taMWwAAhfgj.jpg'],0,0,1,['#depression'],[],https://twitter.com/shannonbylina/status/1079593881023455232,False,,0,,,,,,,"[{'user_id': '2703592713', 'username': 'shannonbylina'}]",,,,,Love my Spotify playlists... especially  🤙🏼 shit has been on repeat!  pic.twitter.com/ArAtqyBmjT
1905,1079591213571936257,1079591213571936257,1546229577000,2018-12-31,06:12:57,?aeianei? ?na GTB,744061394,asklepios333,Asklepios333,,I’ve been starting to spiral back into bad depression this week. The Christmas message and my meager faith has been helping to weaken the spiral. #depression,[],[],[],1,0,0,['#depression'],[],https://twitter.com/Asklepios333/status/1079591213571936257,False,,0,,,,,,,"[{'user_id': '744061394', 'username': 'Asklepios333'}]",,,,,I’ve been starting to spiral back into bad depression this week. The Christmas message and my meager faith has been helping to weaken the spiral. 
